sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
ica__bw_delpurR_cytd__1,ica,bw_delpurR_cytd,1,RNAseq-1,,b1658|b4252,KO,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7,,Batch,0.66,No,,HiSeq 4000,,2,ica/PAL005_S32_L002_R1_001.fastq.gz,ica/PAL005_S32_L002_R2_001.fastq.gz,ica__bw_delpurR_cytd__1.bam,94.8,,,0,,,,
ica__bw_delpurR_cytd__2,ica,bw_delpurR_cytd,2,RNAseq-1,,b1658|b4252,KO,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7,,Batch,0.66,No,,HiSeq 4000,,2,ica/PAL012_S39_L002_R1_001.fastq.gz,ica/PAL012_S39_L002_R2_001.fastq.gz,ica__bw_delpurR_cytd__2.bam,92.69,,,0,,,,
ica__ade_glc__1,ica,ade_glc,1,RNAseq-1,,,,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7,,Batch,0.78,No,,HiSeq 4000,,2,ica/PAL010_S37_L002_R1_001.fastq.gz,ica/PAL010_S37_L002_R2_001.fastq.gz,ica__ade_glc__1.bam,92.46,,,0,,,,
ica__ade_glc__2,ica,ade_glc,2,RNAseq-1,,,,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7,,Batch,0.78,No,,HiSeq 4000,,2,ica/PAL011_S38_L002_R1_001.fastq.gz,ica/PAL011_S38_L002_R2_001.fastq.gz,ica__ade_glc__2.bam,92.96,,,0,,,,
ytf__wt_glc__1,ytf,wt_glc,1,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.69,No,,HiSeq 4000,,2,ytf/SRR6781997_1.fastq.gz,ytf/SRR6781997_2.fastq.gz,ytf__wt_glc__1.bam,95.74,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__wt_glc__2,ytf,wt_glc,2,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.68,No,,HiSeq 4000,,2,ytf/SRR6781998_1.fastq.gz,ytf/SRR6781998_2.fastq.gz,ytf__wt_glc__2.bam,97.01,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyafC__1,ytf,delyafC,1,RNAseq-1,,b0208,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR6781999_1.fastq.gz,ytf/SRR6781999_2.fastq.gz,ytf__delyafC__1.bam,94.86,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyafC__2,ytf,delyafC,2,RNAseq-1,,b0208,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR6782000_1.fastq.gz,ytf/SRR6782000_2.fastq.gz,ytf__delyafC__2.bam,95.25,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyeiE__1,ytf,delyeiE,1,RNAseq-1,,b2157,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.68,No,,HiSeq 4000,,2,ytf/SRR6782001_1.fastq.gz,ytf/SRR6782001_2.fastq.gz,ytf__delyeiE__1.bam,95.52,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyeiE__2,ytf,delyeiE,2,RNAseq-1,,b2157,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,ytf/SRR6782002_1.fastq.gz,ytf/SRR6782002_2.fastq.gz,ytf__delyeiE__2.bam,95.95,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyiaJ__1,ytf,delyiaJ,1,RNAseq-1,,b3574,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR6782003_1.fastq.gz,ytf/SRR6782003_2.fastq.gz,ytf__delyiaJ__1.bam,94.63,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyiaJ__2,ytf,delyiaJ,2,RNAseq-1,,b3574,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR6782004_1.fastq.gz,ytf/SRR6782004_2.fastq.gz,ytf__delyiaJ__2.bam,95.07,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyieP__1,ytf,delyieP,1,RNAseq-1,,b3755,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,ytf/SRR6782005_1.fastq.gz,ytf/SRR6782005_2.fastq.gz,ytf__delyieP__1.bam,94.07,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyieP__2,ytf,delyieP,2,RNAseq-1,,b3755,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR6782006_1.fastq.gz,ytf/SRR6782006_2.fastq.gz,ytf__delyieP__2.bam,94.8,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__wt_ph5__1,ytf,wt_ph5,1,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.49,No,,HiSeq 4000,,2,ytf/SRR7057985_1.fastq.gz,ytf/SRR7057985_2.fastq.gz,ytf__wt_ph5__1.bam,94.96,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__wt_ph5__2,ytf,wt_ph5,2,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.48,No,,HiSeq 4000,,2,ytf/SRR7057986_1.fastq.gz,ytf/SRR7057986_2.fastq.gz,ytf__wt_ph5__2.bam,94.67,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__wt_ph8__1,ytf,wt_ph8,1,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7057987_1.fastq.gz,ytf/SRR7057987_2.fastq.gz,ytf__wt_ph8__1.bam,94.96,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__wt_ph8__2,ytf,wt_ph8,2,RNAseq-1,,,,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7057988_1.fastq.gz,ytf/SRR7057988_2.fastq.gz,ytf__wt_ph8__2.bam,94.5,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybaO__1,ytf,delybaO,1,RNAseq-1,,b0447,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.62,No,,HiSeq 4000,,2,ytf/SRR7057989_1.fastq.gz,ytf/SRR7057989_2.fastq.gz,ytf__delybaO__1.bam,94.71,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybaO__2,ytf,delybaO,2,RNAseq-1,,b0447,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.62,No,,HiSeq 4000,,2,ytf/SRR7057990_1.fastq.gz,ytf/SRR7057990_2.fastq.gz,ytf__delybaO__2.bam,95.01,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybaQ__1,ytf,delybaQ,1,RNAseq-1,,b0483,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7057991_1.fastq.gz,ytf/SRR7057991_2.fastq.gz,ytf__delybaQ__1.bam,94.76,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybaQ__2,ytf,delybaQ,2,RNAseq-1,,b0483,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR7057992_1.fastq.gz,ytf/SRR7057992_2.fastq.gz,ytf__delybaQ__2.bam,94.63,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybiH__1,ytf,delybiH,1,RNAseq-1,,b0796,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR7057993_1.fastq.gz,ytf/SRR7057993_2.fastq.gz,ytf__delybiH__1.bam,96.35,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delybiH__2,ytf,delybiH,2,RNAseq-1,,b0796,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,ytf/SRR7057994_1.fastq.gz,ytf/SRR7057994_2.fastq.gz,ytf__delybiH__2.bam,95.24,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delydcI_ph5__1,ytf,delydcI_ph5,1,RNAseq-1,,b1422,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.38,No,,HiSeq 4000,,2,ytf/SRR7057995_1.fastq.gz,ytf/SRR7057995_2.fastq.gz,ytf__delydcI_ph5__1.bam,94.2,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delydcI_ph5__2,ytf,delydcI_ph5,2,RNAseq-1,,b1422,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.39,No,,HiSeq 4000,,2,ytf/SRR7057996_1.fastq.gz,ytf/SRR7057996_2.fastq.gz,ytf__delydcI_ph5__2.bam,94.54,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delydcI_ph8__1,ytf,delydcI_ph8,1,RNAseq-1,,b1422,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.52,No,,HiSeq 4000,,2,ytf/SRR7057997_1.fastq.gz,ytf/SRR7057997_2.fastq.gz,ytf__delydcI_ph8__1.bam,95.15,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delydcI_ph8__2,ytf,delydcI_ph8,2,RNAseq-1,,b1422,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_ydcI,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.52,No,,HiSeq 4000,,2,ytf/SRR7057998_1.fastq.gz,ytf/SRR7057998_2.fastq.gz,ytf__delydcI_ph8__2.bam,95.5,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyddM__1,ytf,delyddM,1,RNAseq-1,,b1477,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yddM,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7057999_1.fastq.gz,ytf/SRR7057999_2.fastq.gz,ytf__delyddM__1.bam,95.08,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyddM__2,ytf,delyddM,2,RNAseq-1,,b1477,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yddM,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7058000_1.fastq.gz,ytf/SRR7058000_2.fastq.gz,ytf__delyddM__2.bam,95.41,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyheO__1,ytf,delyheO,1,RNAseq-1,,b3346,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,ytf/SRR7058001_1.fastq.gz,ytf/SRR7058001_2.fastq.gz,ytf__delyheO__1.bam,95.09,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
ytf__delyheO__2,ytf,delyheO,2,RNAseq-1,,b3346,KO,Ye Gao,Ye Gao,10/02/17,Escherichia coli K-12 MG1655 del_yheO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,ytf/SRR7058002_1.fastq.gz,ytf/SRR7058002_2.fastq.gz,ytf__delyheO__2.bam,95.13,doi.org/10.1093/nar/gky752,GSE111094,1,,,,
fps__bw_glc__1,fps,bw_glc,1,RNAseq-1,,,,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli BW25113,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,NextSeq 550,,2,fps/SRR7536294_1.fastq.gz,fps/SRR7536294_2.fastq.gz,fps__bw_glc__1.bam,88.99,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__bw_glc__2,fps,bw_glc,2,RNAseq-1,,,,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli BW25113,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,NextSeq 550,,2,fps/SRR7536295_1.fastq.gz,fps/SRR7536295_2.fastq.gz,fps__bw_glc__2.bam,88.62,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_thrA_ale1__1,fps,fps_thrA_ale1,1,RNAseq-1,,b0002|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS thrA.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.54,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536296_1.fastq.gz,fps/SRR7536296_2.fastq.gz,fps__fps_thrA_ale1__1.bam,85.9,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_thrA_ale1__2,fps,fps_thrA_ale1,2,RNAseq-1,,b0002|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS thrA.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.54,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536297_1.fastq.gz,fps/SRR7536297_2.fastq.gz,fps__fps_thrA_ale1__2.bam,88.86,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_thrA_ale2__1,fps,fps_thrA_ale2,1,RNAseq-1,,b0002|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS thrA.2.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.52,Endpoint,Population,NextSeq 550,,2,fps/SRR7536304_1.fastq.gz,fps/SRR7536304_2.fastq.gz,fps__fps_thrA_ale2__1.bam,88.52,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_thrA_ale2__2,fps,fps_thrA_ale2,2,RNAseq-1,,b0002|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS thrA.2.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.52,Endpoint,Population,NextSeq 550,,2,fps/SRR7536305_1.fastq.gz,fps/SRR7536305_2.fastq.gz,fps__fps_thrA_ale2__2.bam,88.32,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_serB_ale1__1,fps,fps_serB_ale1,1,RNAseq-1,,b4388|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS serB.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.5,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536298_1.fastq.gz,fps/SRR7536298_2.fastq.gz,fps__fps_serB_ale1__1.bam,88.48,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_serB_ale1__2,fps,fps_serB_ale1,2,RNAseq-1,,b4388|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS serB.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.5,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536299_1.fastq.gz,fps/SRR7536299_2.fastq.gz,fps__fps_serB_ale1__2.bam,87.36,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_serB_ale4__1,fps,fps_serB_ale4,1,RNAseq-1,,b4388|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS serB.4.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.5,Endpoint,Population,NextSeq 550,,2,fps/SRR7536306_1.fastq.gz,fps/SRR7536306_2.fastq.gz,fps__fps_serB_ale4__1.bam,89.86,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_serB_ale4__2,fps,fps_serB_ale4,2,RNAseq-1,,b4388|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS serB.4.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.5,Endpoint,Population,NextSeq 550,,2,fps/SRR7536307_1.fastq.gz,fps/SRR7536307_2.fastq.gz,fps__fps_serB_ale4__2.bam,88.78,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_ptsI_ale1__1,fps,fps_ptsI_ale1,1,RNAseq-1,,b2416|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS ptsI.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.41,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536300_1.fastq.gz,fps/SRR7536300_2.fastq.gz,fps__fps_ptsI_ale1__1.bam,82.6,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_ptsI_ale1__2,fps,fps_ptsI_ale1,2,RNAseq-1,,b2416|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS ptsI.1.5.1,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.41,Endpoint,Clonal,NextSeq 550,,2,fps/SRR7536301_1.fastq.gz,fps/SRR7536301_2.fastq.gz,fps__fps_ptsI_ale1__2.bam,89.81,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_ptsI_ale3__1,fps,fps_ptsI_ale3,1,RNAseq-1,,b2416|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS ptsI.3.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.39,Endpoint,Population,NextSeq 550,,2,fps/SRR7536302_1.fastq.gz,fps/SRR7536302_2.fastq.gz,fps__fps_ptsI_ale3__1.bam,89.26,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
fps__fps_ptsI_ale3__2,fps,fps_ptsI_ale3,2,RNAseq-1,,b2416|b4252,KO,Gabriela Guzman,Sibei (Julia) Xu,05/29/18,Escherichia coli FPS ptsI.3.1.0,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.39,Endpoint,Population,NextSeq 550,,2,fps/SRR7536303_1.fastq.gz,fps/SRR7536303_2.fastq.gz,fps__fps_ptsI_ale3__2.bam,89.23,doi.org/10.1186/s12918-018-0653-z,GSE117303,1,,,,
pal__lyx_ale2_f6__1,pal,lyx_ale2_f6,1,RNAseq-1,,,,Gabriela Guzman,Gabriela Guzman,05/11/16,Escherichia coli PAL.2.6.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.25,Midpoint,Population,HiSeq 2500,,1,pal/SRR7154624_1.fastq.gz,pal/SRR7154624_2.fastq.gz,pal__lyx_ale2_f6__1.bam,97.44,doi.org/10.1101/310946,GSE114358,1,,,,
pal__lyx_ale2__1,pal,lyx_ale2,1,RNAseq-1,,b0758|b0759|b3548|b3549|b3550|b3551|b3552|b3553|b3554|b3555|b3556|b4647|b4455|b3557|b3558|b3559|b3560|b4553|b3561|b3562|b3563|b3564|b3565|b3566|b3567|b3568|b3569|b3570|b3571|b3572|b3573|b3574|b3575|b3576|b3577|b3578|b3579|b3580|b3581|b3582|b3583|b4648|b4649|b3584|b3585|b3586|b3587|b3588|b3589|b3590|b3591|b3592|b3593|b3594|b3595|b3596|b4650|b4651|b4615|b4652|b3597|b3598|b3599|b3600|b3601|b4554|b3602|b3603|b3604|b3605|b3606|b3607|b3608|b3609|b3610|b3611|b3612|b3613|b3614|b3615|b3616|b3617|b3618|b3619|b3620|b3621|b3625|b3627|b3628|b3630|b3631|b3632|b3633|b3634|b3635|b3636|b3637|b3638|b3639|b3640|b3641|b3642|b3643|b3644|b3645|b3646|b3647|b3648|b3649|b3650|b3651|b3652|b3653|b3654|b3655|b3656|b3657|b4653|b3659|b3660|b3661|b4555|b3662|b3663|b3664,,Gabriela Guzman,Gabriela Guzman,05/11/16,Escherichia coli PAL.2.73.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.45,Endpoint,Population,HiSeq 2500,,2,pal/SRR7154625_1.fastq.gz,pal/SRR7154625_2.fastq.gz,pal__lyx_ale2__1.bam,97.75,doi.org/10.1101/310946,GSE114358,1,,,,
pal__lyx_ale2__2,pal,lyx_ale2,2,RNAseq-1,,b0758|b0759|b3548|b3549|b3550|b3551|b3552|b3553|b3554|b3555|b3556|b4647|b4455|b3557|b3558|b3559|b3560|b4553|b3561|b3562|b3563|b3564|b3565|b3566|b3567|b3568|b3569|b3570|b3571|b3572|b3573|b3574|b3575|b3576|b3577|b3578|b3579|b3580|b3581|b3582|b3583|b4648|b4649|b3584|b3585|b3586|b3587|b3588|b3589|b3590|b3591|b3592|b3593|b3594|b3595|b3596|b4650|b4651|b4615|b4652|b3597|b3598|b3599|b3600|b3601|b4554|b3602|b3603|b3604|b3605|b3606|b3607|b3608|b3609|b3610|b3611|b3612|b3613|b3614|b3615|b3616|b3617|b3618|b3619|b3620|b3621|b3625|b3627|b3628|b3630|b3631|b3632|b3633|b3634|b3635|b3636|b3637|b3638|b3639|b3640|b3641|b3642|b3643|b3644|b3645|b3646|b3647|b3648|b3649|b3650|b3651|b3652|b3653|b3654|b3655|b3656|b3657|b4653|b3659|b3660|b3661|b4555|b3662|b3663|b3664,,Gabriela Guzman,Gabriela Guzman,05/11/16,Escherichia coli PAL.2.73.0,MG1655,M9,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.45,Endpoint,Population,HiSeq 2500,,2,pal/SRR7154626_1.fastq.gz,pal/SRR7154626_2.fastq.gz,pal__lyx_ale2__2.bam,97.57,doi.org/10.1101/310946,GSE114358,1,,,,
