,condition_id,rep,project_id
test_GSE12554_control_0,GSE12554_control,0,ref_GSE12554_control
test_GSE2999_WT_AB1157_1,GSE2999_WT_AB1157,1,ref_GSE2999_WT_AB1157
test_GSE5098_norR_anaeroob_NOC5/7_0,GSE5098_norR_anaeroob_NOC5/7,0,ref_GSE5098_wt_anaeroob_NOC5/7
test_GSE9203_isrR_1,GSE9203_isrR,1,ref_GSE9203_wt
test_GSE1730_LB_wt_2,GSE1730_LB_wt,2,ref_GSE1730_LB_wt
test_GSE45443_LB_aMG_sgrR_1,GSE45443_LB_aMG_sgrR,1,ref_GSE45443_MOPSrich_glyc
test_GSE47589_E1_0,GSE47589_E1,0,ref_GSE47589_A0
test_GSE6836_ruvC_0.075_1,GSE6836_ruvC_0.075,1,ref_GSE6836_luc_0.075
test_GSE7_60min_1,GSE7_60min,1,ref_GSE7_0min
test_GSE4556_ph5.7_1,GSE4556_ph5.7,1,ref_GSE4556_ph7.0
test_GSE7573_norR_MOPS_DeaNO_5min_1,GSE7573_norR_MOPS_DeaNO_5min,1,ref_GSE7573_norR_MOPS
test_GSE7656_30°C_0,GSE7656_30°C,0,ref_GSE7656_30°C
test_GSE4511_aerobic_pH7.0_2,GSE4511_aerobic_pH7.0,2,ref_GSE4511_aerobic_pH5.0
test_E-MEXP-1166_DH10B_evoGluc_2,E-MEXP-1166_DH10B_evoGluc,2,ref_E-MEXP-1166_DH10B
test_GSE13418_biofilm_maturation_0,GSE13418_biofilm_maturation,0,ref_GSE13418_biofilm_attachment
test_GSE4556_ph7.0_2,GSE4556_ph7.0,2,ref_GSE4556_ph7.0
test_GSE13418_biofilm_colony_1,GSE13418_biofilm_colony,1,ref_GSE13418_biofilm_attachment
test_GSE35371_tr_sin_int_2.5h_1,GSE35371_tr_sin_int_2.5h,1,ref_GSE35371_sham_2.5h
test_GSE59408_MDS42_Trimethoprim_resistant_0,GSE59408_MDS42_Trimethoprim_resistant,0,ref_GSE59408_MDS42_Parent_strain
test_GSE58976_stat_synh_wo_lt_t8_1,GSE58976_stat_synh_wo_lt_t8,1,ref_GSE58976_exp_synh_wo_lt_t2
test_GSE6836_recA_del_0.000_1,GSE6836_recA_del_0.000,1,ref_GSE6836_wt_0.000
test_GSE7398_fis_90_0,GSE7398_fis_90,0,ref_GSE7398_wt_90
test_GSE1780_2mMCopper_0,GSE1780_2mMCopper,0,ref_GSE1780_0mMCopper
test_GSE33147_glyc2_day44_2,GSE33147_glyc2_day44,2,ref_GSE33147_wt_glyc
test_GSE1121_aerobic_soxS_0,GSE1121_aerobic_soxS,0,ref_GSE1121_aerobic_wt
test_GSE10307_fed-batch_180min_4,GSE10307_fed-batch_180min,4,ref_GSE10307_ctrl_batch
test_GSE4394_wt_rif_6min_7,GSE4394_wt_rif_6min,7,ref_GSE4394_wtN3433
test_GSE62094_BW25113_patZ_mutant_0,GSE62094_BW25113_patZ_mutant,0,ref_GSE62094_BW25113_wild_type
test_GSE13589_planktonic_exponential_1,GSE13589_planktonic_exponential,1,ref_GSE13589_biofilm_outside
test_GSE34023_t75_bglj_1,GSE34023_t75_bglj,1,ref_GSE34023_t75_ctrl
test_GSE3250_wt_acetateShift_3h_4,GSE3250_wt_acetateShift_3h,4,ref_GSE3250_wt
test_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2_1,GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t2,1,ref_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t1
test_GSE3250_ppsA_acetateShift_4h_2,GSE3250_ppsA_acetateShift_4h,2,ref_GSE3250_ppsA
test_GSE6992_wt_paraquat_t6_1,GSE6992_wt_paraquat_t6,1,ref_GSE6992_wt_paraquat_t0
test_GSE533_temperatureEvolved_line3_0,GSE533_temperatureEvolved_line3,0,ref_GSE533_ancestor
test_GSE6836_dinP_0.025_0,GSE6836_dinP_0.025,0,ref_GSE6836_luc_0.025
test_E-MEXP-1001_biofilm_1,E-MEXP-1001_biofilm,1,ref_E-MEXP-1001_suspension_exp
test_E-TABM-103_t6.1_0,E-TABM-103_t6.1,0,ref_E-TABM-103_t3.1
test_GSE10345_bicyclomycin_Coli-MG1655_1,GSE10345_bicyclomycin_Coli-MG1655,1,ref_GSE10345_Coli-MG1655
test_GSE55365_anaer_fnr_2,GSE55365_anaer_fnr,2,ref_GSE55365_anaer_wt
test_GSE57084_enrofloxacin_resistant_incubated_30days_0,GSE57084_enrofloxacin_resistant_incubated_30days,0,ref_GSE57084_MG1655
test_GSE6836_dnaA_0.075_0,GSE6836_dnaA_0.075,0,ref_GSE6836_luc_0.075
test_GSE13589_planktonic_exponential_0,GSE13589_planktonic_exponential,0,ref_GSE13589_biofilm_outside
test_GSE33147_glycD_day20_1,GSE33147_glycD_day20,1,ref_GSE33147_wt_glyc
test_GSE20374_atp_1,GSE20374_atp,1,ref_GSE20374_wt
test_GSE13011_REL_EXP_Cy5_0,GSE13011_REL_EXP_Cy5,0,ref_GSE13011_MG1655_STAT_Cy3
test_GSE7265_RpoS_tp6_2,GSE7265_RpoS_tp6,2,ref_GSE7265_wt_tp1
test_GSE47732_vp1_induced_40_0,GSE47732_vp1_induced_40,0,ref_GSE47732_vp1_uninduced_0
test_E-MEXP-732_p5_g21_2,E-MEXP-732_p5_g21,2,ref_E-MEXP-732_empty
test_GSE26187_Zn_30min_3,GSE26187_Zn_30min,3,ref_GSE26187_ctrl
test_GSE6033_T7_0,GSE6033_T7,0,ref_GSE6033_Tref
test_GSE5098_anaeroob_NOC5/7_2,GSE5098_anaeroob_NOC5/7,2,ref_GSE5098_anaeroob
test_GSE6444_hfq_rpoEinduced_IPTG_0,GSE6444_hfq_rpoEinduced_IPTG,0,ref_GSE6444_wt
test_GSE51611_osmotolerant_A4_1,GSE51611_osmotolerant_A4,1,ref_GSE51611_unevolved_parent
test_GSE7885_WT_biofilm_0,GSE7885_WT_biofilm,0,ref_GSE7885_WT_biofilm
test_GSE55365_anaer_fnr_0,GSE55365_anaer_fnr,0,ref_GSE55365_anaer_wt
test_GSE5239_BL21pOri1_mu0.39_3,GSE5239_BL21pOri1_mu0.39,3,ref_GSE5239_BL21_mu0.46
test_GSE51611_osmotolerant_G3_0,GSE51611_osmotolerant_G3,0,ref_GSE51611_unevolved_parent
test_GSE17276_CV103_8,GSE17276_CV103,8,ref_GSE17276_ancestor_JA122
test_GSE17465_t0_1,GSE17465_t0,1,ref_GSE17465_t0
test_GSE17519_0.5%Sodium benzoate_15min_0,GSE17519_0.5%Sodium benzoate_15min,0,ref_GSE17519_0%Sodium benzoate_15min
test_GSE14796_WT_infusion_sucrose_MgSO4_0,GSE14796_WT_infusion_sucrose_MgSO4,0,ref_GSE14796_WT_infusion
test_GSE61736_H2O2_0,GSE61736_H2O2,0,ref_GSE61736_ctrl
test_GSE17276_CV116_5,GSE17276_CV116,5,ref_GSE17276_ancestor_JA122
test_GSE2928_dam_mutS_2,GSE2928_dam_mutS,2,test_GSE2928_wt
test_GSE3665_wt_20g/l_etOH_1,GSE3665_wt_20g/l_etOH,1,ref_GSE3665_wt
test_GSE33147_lacC_day60_0,GSE33147_lacC_day60,0,ref_GSE33147_wt_lac
test_GSE5192_control_1,GSE5192_control,1,ref_GSE5192_control
test_GSE18623_MG1655_1µg/ml_CHIR-090_1,GSE18623_MG1655_1µg/ml_CHIR-090,1,ref_GSE18623_MG1655_1µg/ml_DMSO
test_GSE1780_075mMCopper_1,GSE1780_075mMCopper,1,ref_GSE1780_0mMCopper
test_GSE33147_lac3_day20_1,GSE33147_lac3_day20,1,ref_GSE33147_wt_lac
test_GSE55662_Cirpofloxacin_treated_fur_mutant_T60min_0,GSE55662_Cirpofloxacin_treated_fur_mutant_T60min,0,ref_GSE55662_non_treated_fur_mutant_T0
test_GSE58806_acsh_exp_5,GSE58806_acsh_exp,5,ref_GSE58806_acsh_exp
test_GSE7265_WT_tp7_1,GSE7265_WT_tp7,1,ref_GSE7265_WT_ref
test_GSE24373_ptsN_mutant_1,GSE24373_ptsN_mutant,1,ref_GSE24373_wt
test_GSE8540_wt_GSNO500_5min_2,GSE8540_wt_GSNO500_5min,2,ref_GSE8540_wt
test_GSE11052_exp_MAJ_1,GSE11052_exp_MAJ,1,ref_GSE11052_exp_MOPS
test_GSE18935_MG1655_pBR_Plac_plasmid_mgrR_1,GSE18935_MG1655_pBR_Plac_plasmid_mgrR,1,ref_GSE18935_MG1655
test_GSE31140_polymyxinB_60m_1,GSE31140_polymyxinB_60m,1,ref_GSE31140_control_60m
test_GSE55365_NO3_arcA_2,GSE55365_NO3_arcA,2,ref_GSE55365_NO3_wt
test_GSE10307_fed-batch_420min_1,GSE10307_fed-batch_420min,1,ref_GSE10307_ctrl_batch
test_E-MEXP-267_datA_0,E-MEXP-267_datA,0,ref_E-MEXP-267_stat
test_GSE17465_t1_0,GSE17465_t1,0,ref_GSE17465_t0
test_GSE6836_holD_0.075_0,GSE6836_holD_0.075,0,ref_GSE6836_luc_0.075
test_GSE7885_rpoS_biofilm_1,GSE7885_rpoS_biofilm,1,ref_GSE7885_WT_biofilm
test_GSE1730_LB_wt_8,GSE1730_LB_wt,8,ref_GSE1730_LB_wt
test_GSE10158_cefsulodin10_10min_1,GSE10158_cefsulodin10_10min,1,ref_GSE10158_untreated_0min
test_GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²_2,GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²,2,ref_GSE5192_control
test_GSE6836_lon0.025_0,GSE6836_lon0.025,0,ref_GSE6836_luc_0.025
test_GSE2999_WT_AB1157_treated_1,GSE2999_WT_AB1157_treated,1,ref_GSE2999_WT_AB1157
test_GSE59397_synh_lt_exp_2,GSE59397_synh_lt_exp,2,ref_GSE59397_synh_lt_exp
test_GSE13048_CO-RM_anaer_4,GSE13048_CO-RM_anaer,4,ref_GSE13048_unexposed_anaer
test_GSE3250_wt_acetateShift_4h_1,GSE3250_wt_acetateShift_4h,1,ref_GSE3250_wt
test_GSE47732_cat_induced_20_2,GSE47732_cat_induced_20,2,ref_GSE47732_cat_uninduced_0
test_GSE4394_eno_3,GSE4394_eno,3,ref_GSE4394_wtK10
test_GSE6836_t0_ccdb_MG1063_1,GSE6836_t0_ccdb_MG1063,1,ref_GSE6836_t0_lacz
test_GSE4344_M9_8min_rif_0,GSE4344_M9_8min_rif,0,ref_GSE4344_M9
test_GSE17276_CV101_6,GSE17276_CV101,6,ref_GSE17276_ancestor_JA122
test_GSE7573_wt_MOPS_DeaNO_5min_9,GSE7573_wt_MOPS_DeaNO_5min,9,ref_GSE7573_wt_MOPS
test_GSE30639_40KL_2,GSE30639_40KL,2,ref_GSE30639_Anc
test_GSE15500_evoGlyc_eBOP43_1,GSE15500_evoGlyc_eBOP43,1,ref_GSE15500_WT
test_GSE6836_hlpA_0.075_2,GSE6836_hlpA_0.075,2,ref_GSE6836_luc_0.075
test_GSE1154_DH5alpha_F_plasmid_0,GSE1154_DH5alpha_F_plasmid,0,test_GSE1154_MG1655
test_GSE34023_t75_leuo_1,GSE34023_t75_leuo,1,ref_GSE34023_t75_ctrl
test_GSE57084_MG1655_0.125µg/ml_enrofloxacin_2,GSE57084_MG1655_0.125µg/ml_enrofloxacin,2,ref_GSE57084_MG1655
test_GSE2999_dam_mutant_GM3819_0,GSE2999_dam_mutant_GM3819,0,ref_GSE2999_WT_AB1157
test_GSE6836_t0_ccdb_MG1063_0,GSE6836_t0_ccdb_MG1063,0,ref_GSE6836_t0_lacz
test_GSE45443_MOPS_glyc_aMG_CV108_1,GSE45443_MOPS_glyc_aMG_CV108,1,ref_GSE45443_MOPSrich_glyc
test_GSE40557_58_f3_2,GSE40557_58_f3,2,ref_GSE40557_ctrl
test_GSE10307_fed-batch_180min_6,GSE10307_fed-batch_180min,6,ref_GSE10307_ctrl_batch
test_GSE2037_gly_1,GSE2037_gly,1,ref_GSE2037_glu
test_GSE4394_eno_2,GSE4394_eno,2,ref_GSE4394_wtK10
test_E-MEXP-1166_DH10B_evoGluc_1,E-MEXP-1166_DH10B_evoGluc,1,ref_E-MEXP-1166_DH10B
test_GSE18935_MG1655_pBR_Plac_plasmid_0,GSE18935_MG1655_pBR_Plac_plasmid,0,ref_GSE18935_MG1655
test_GSE6712_benzalkonium_chloride+50ppm_7,GSE6712_benzalkonium_chloride+50ppm,7,ref_GSE6712_control
test_E-TABM-103_t5.1_1,E-TABM-103_t5.1,1,ref_E-TABM-103_t3.1
test_GSE5098_aeroob_NOC5/7_1,GSE5098_aeroob_NOC5/7,1,ref_GSE5098_aeroob
test_GSE5098_norR_anaeroob_NOC5/7_3,GSE5098_norR_anaeroob_NOC5/7,3,ref_GSE5098_wt_anaeroob_NOC5/7
test_GSE6836_gyrI_0.075_1,GSE6836_gyrI_0.075,1,ref_GSE6836_luc_0.075
test_GSE4394_RNaseE_N_rif_6min_1,GSE4394_RNaseE_N_rif_6min,1,ref_GSE4394_RNaseE_N
test_GSE8965_FA_tp3_2,GSE8965_FA_tp3,2,test_GSE8965_A_tp3
test_GSE7398_wt_240_0,GSE7398_wt_240,0,ref_GSE7398_wt_90
test_GSE1121_aerobic_arcA_1,GSE1121_aerobic_arcA,1,ref_GSE1121_aerobic_wt
test_GSE4778_t5_ph5.5_4,GSE4778_t5_ph5.5,4,ref_GSE4778_t0_ph7.6
test_GSE8965_SA_tp3_3,GSE8965_SA_tp3,3,test_GSE8965_A_tp3
test_GSE6836_fis_0.075_2,GSE6836_fis_0.075,2,ref_GSE6836_luc_0.075
test_GSE2037_proline_0,GSE2037_proline,0,ref_GSE2037_glu
test_GSE34023_t75_ctrl_dleuo_1,GSE34023_t75_ctrl_dleuo,1,ref_GSE34023_t75_ctrl
test_GSE4941_untreated_0,GSE4941_untreated,0,ref_GSE4941_untreated
test_GSE30639_40KS_3,GSE30639_40KS,3,ref_GSE30639_Anc
test_GSE6712_control_2,GSE6712_control,2,ref_GSE6712_control
test_GSE30345_dnaJ_ala_1,GSE30345_dnaJ_ala,1,ref_GSE30345_wt_ala
test_GSE57084_enrofloxacin_resistant_2,GSE57084_enrofloxacin_resistant,2,ref_GSE57084_MG1655
test_GSE29076_EDL933_nsrR_mutant_1,GSE29076_EDL933_nsrR_mutant,1,ref_GSE29076_EDL933_wild_type
test_GSE40557_60_f3_3,GSE40557_60_f3,3,ref_GSE40557_ctrl
test_GSE6836_rimI_0.075_0,GSE6836_rimI_0.075,0,ref_GSE6836_luc_0.075
test_GSE19879_zeroThym_30min_1,GSE19879_zeroThym_30min,1,ref_GSE19879_control
test_GSE59408_MDS42_Neomycin_resistant_2,GSE59408_MDS42_Neomycin_resistant,2,ref_GSE59408_MDS42_Parent_strain
test_GSE20326_treated_with_cerium_chloride_50mg/L_2,GSE20326_treated_with_cerium_chloride_50mg/L,2,ref_GSE20326_control
test_E-MEXP-1166_MG1655_evoGluc_2,E-MEXP-1166_MG1655_evoGluc,2,ref_E-MEXP-1166_MG1655
test_GSE3250_ppsA_acetateShift_2h_1,GSE3250_ppsA_acetateShift_2h,1,ref_GSE3250_ppsA
test_GSE34023_t75_ctrl_2,GSE34023_t75_ctrl,2,ref_GSE34023_t75_ctrl
test_GSE3437_rpoE_20min_1,GSE3437_rpoE_20min,1,ref_GSE3437_wt_20min
test_GSE24524_oxyR_nitrate_0,GSE24524_oxyR_nitrate,0,ref_GSE24524_wt_fumarate
test_GSE33147_glycE_day44_2,GSE33147_glycE_day44,2,ref_GSE33147_wt_glyc
test_GSE6836_luc2_0.000_1,GSE6836_luc2_0.000,1,ref_GSE6836_wt_0.000
test_GSE5239_BL21_mu0.46_1,GSE5239_BL21_mu0.46,1,ref_GSE5239_BL21_mu0.46
test_GSE59408_MDS42_Enoxacin_resistant_1,GSE59408_MDS42_Enoxacin_resistant,1,ref_GSE59408_MDS42_Parent_strain
test_GSE17420_WT_EXP_0,GSE17420_WT_EXP,0,ref_GSE17420_WT_EXP
test_GSE4394_eno_rif_3min_0,GSE4394_eno_rif_3min,0,ref_GSE4394_eno
test_GSE17519_0.5%Sodium benzoate_60min_0,GSE17519_0.5%Sodium benzoate_60min,0,ref_GSE17519_0%Sodium benzoate_60min
test_GSE6836_cspF_0.075_1,GSE6836_cspF_0.075,1,ref_GSE6836_luc_0.075
test_GSE59408_MDS42_Enoxacin_resistant_0,GSE59408_MDS42_Enoxacin_resistant,0,ref_GSE59408_MDS42_Parent_strain
test_GSE13444_Ihfa_Isobutanol_10min_6,GSE13444_Ihfa_Isobutanol_10min,6,ref_GSE13444_Ihfa_Isobutanol_0%
test_GSE6992_wt_paraquat_t10_0,GSE6992_wt_paraquat_t10,0,ref_GSE6992_wt_paraquat_t0
test_GSE35049_GLBRCE1_anaer_ACSH_exp_5,GSE35049_GLBRCE1_anaer_ACSH_exp,5,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE7265_RelA_tp6_1,GSE7265_RelA_tp6,1,ref_GSE7265_wt_tp1
test_GSE37026_MG1655_treated_with_30ng/ml_colicin_M_30min_1,GSE37026_MG1655_treated_with_30ng/ml_colicin_M_30min,1,ref_GSE37026_MG1655_control_30min
test_GSE33147_glycE_day20_0,GSE33147_glycE_day20,0,ref_GSE33147_wt_glyc
test_GSE6444_hfq_2,GSE6444_hfq,2,ref_GSE6444_wt
test_GSE5239_BL21_mu0.20_3,GSE5239_BL21_mu0.20,3,ref_GSE5239_BL21_mu0.46
test_GSE1730_LB_wt_1,GSE1730_LB_wt,1,ref_GSE1730_LB_wt
test_GSE33147_glyc2_day44_1,GSE33147_glyc2_day44,1,ref_GSE33147_wt_glyc
test_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t3_2,GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t3,2,ref_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t1
test_GSE7265_WT_tp6_0,GSE7265_WT_tp6,0,ref_GSE7265_WT_ref
test_GSE3250_wt_acetateShift_1h_0,GSE3250_wt_acetateShift_1h,0,ref_GSE3250_wt
test_GSE34023_t75_bglj_drcsb_3,GSE34023_t75_bglj_drcsb,3,ref_GSE34023_t75_ctrl
test_GSE8965_FA_tp3_3,GSE8965_FA_tp3,3,test_GSE8965_A_tp3
test_GSE1121_aerobic_oxyR_1,GSE1121_aerobic_oxyR,1,ref_GSE1121_aerobic_wt
test_GSE6836_menC_0.075_2,GSE6836_menC_0.075,2,ref_GSE6836_luc_0.075
test_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol_0,GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol,0,ref_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_control
test_GSE10307_fed-batch_120min_2,GSE10307_fed-batch_120min,2,ref_GSE10307_ctrl_batch
test_GSE4562_yceB_glucose_indole_1,GSE4562_yceB_glucose_indole,1,ref_GSE4562_wt
test_GSE35371_neg_rightch_2,GSE35371_neg_rightch,2,ref_GSE35371_neg_leftch
test_GSE5098_aeroob_NOC5/7_3,GSE5098_aeroob_NOC5/7,3,ref_GSE5098_aeroob
test_GSE5098_norR_anaeroob_NOC5/7_2,GSE5098_norR_anaeroob_NOC5/7,2,ref_GSE5098_wt_anaeroob_NOC5/7
test_GSE12554_Generation210_10%Cranberry_0,GSE12554_Generation210_10%Cranberry,0,ref_GSE12554_control
test_GSE33147_lacD_day20_2,GSE33147_lacD_day20,2,ref_GSE33147_wt_lac
test_GSE6426_UTI89_3,GSE6426_UTI89,3,ref_GSE6426_MG1655
test_GSE1780_2mMCopper_2,GSE1780_2mMCopper,2,ref_GSE1780_0mMCopper
test_GSE7_60min_2,GSE7_60min,2,ref_GSE7_0min
test_GSE10158_untreated_45min_0,GSE10158_untreated_45min,0,ref_GSE10158_untreated_0min
test_GSE17519_0.5%Sodium benzoate_30min_1,GSE17519_0.5%Sodium benzoate_30min,1,ref_GSE17519_0%Sodium benzoate_30min
test_GSE40557_58_f3_0,GSE40557_58_f3,0,ref_GSE40557_ctrl
test_GSE5239_BL21pOri2_mu0.20_0,GSE5239_BL21pOri2_mu0.20,0,ref_GSE5239_BL21_mu0.46
test_GSE3591_anaerobic_fnr_2,GSE3591_anaerobic_fnr,2,ref_GSE3591_aerobic_wt
test_GSE45443_LB_0,GSE45443_LB,0,ref_GSE45443_MOPSrich_glyc
test_GSE17276_consortium_2,GSE17276_consortium,2,ref_GSE17276_ancestor_JA122
test_GSE30639_17KL_4,GSE30639_17KL,4,ref_GSE30639_Anc
test_GSE10345_Coli-MDS42_bicyclomycin_del nusG_0,GSE10345_Coli-MDS42_bicyclomycin_del nusG,0,ref_GSE10345_Coli-MDS42
test_GSE44211_ctrl_1,GSE44211_ctrl,1,ref_GSE44211_ctrl
test_GSE6425_UTI89_anaerobic_2.5_0,GSE6425_UTI89_anaerobic_2.5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE13011_REL606_EXP_Cy5_3,GSE13011_REL606_EXP_Cy5,3,ref_GSE13011_REL606_STAT_Cy3
test_GSE1121_anaerobic_arcAfnr_0,GSE1121_anaerobic_arcAfnr,0,ref_GSE1121_aerobic_wt
test_GSE14238_Hep_2_3,GSE14238_Hep_2,3,ref_GSE14238_MinMedia
test_GSE30345_pgi_ala_1,GSE30345_pgi_ala,1,ref_GSE30345_wt_ala
test_GSE6781_pGIT1_NO2_2,GSE6781_pGIT1_NO2,2,ref_GSE6781_pGIT8
test_E-MEXP-267_seqA_1,E-MEXP-267_seqA,1,ref_E-MEXP-267_exp
test_GSE35049_GLBRCE1_anaer_ACSH_stat_2,GSE35049_GLBRCE1_anaer_ACSH_stat,2,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE8540_wt_GSNO500_5min_1,GSE8540_wt_GSNO500_5min,1,ref_GSE8540_wt
test_GSE45443_MOPSrich_gluc_pHDB3_2,GSE45443_MOPSrich_gluc_pHDB3,2,ref_GSE45443_MOPSrich_glyc
test_GSE10159_untreated_10min_1,GSE10159_untreated_10min,1,ref_GSE10159_untreated_5min
test_GSE7573_argR_MOPS_DeaNO_5min_2,GSE7573_argR_MOPS_DeaNO_5min,2,ref_GSE7573_argR_MOPS
test_GSE7265_RelA_tp7_1,GSE7265_RelA_tp7,1,ref_GSE7265_wt_tp1
test_GSE1780_0mMCopper_2,GSE1780_0mMCopper,2,ref_GSE1780_0mMCopper
test_GSE5239_BL21pOri2_mu0.29_3,GSE5239_BL21pOri2_mu0.29,3,ref_GSE5239_BL21_mu0.46
test_GSE49918_polyamine_60min_2,GSE49918_polyamine_60min,2,ref_GSE49918_ctrl
test_GSE32561_wt_2,GSE32561_wt,2,ref_GSE32561_wt
test_GSE17519_0.5%Sodium benzoate_5min_1,GSE17519_0.5%Sodium benzoate_5min,1,ref_GSE17519_0%Sodium benzoate_5min
test_GSE6836_t12_nor_0,GSE6836_t12_nor,0,ref_GSE6836_t0
test_GSE7265_WT_tp17_1,GSE7265_WT_tp17,1,ref_GSE7265_WT_ref
test_GSE6836_luc2_0.025_1,GSE6836_luc2_0.025,1,ref_GSE6836_wt_0.025
test_GSE30639_17KS_3,GSE30639_17KS,3,ref_GSE30639_Anc
test_GSE533_temperatureEvolved_line1_2,GSE533_temperatureEvolved_line1,2,ref_GSE533_ancestor
test_GSE62094_BW25113_patZ_mutant_glucose_limited_dilution_rate_0.2h-1_2,GSE62094_BW25113_patZ_mutant_glucose_limited_dilution_rate_0.2h-1,2,ref_GSE62094_BW25113_wild_type_glucose_limited_dilution_rate_0.2h-1
test_E-MEXP-926_MOPS_glucose_83972_0,E-MEXP-926_MOPS_glucose_83972,0,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE17526_rpoS_Stat_Ethanol_0,GSE17526_rpoS_Stat_Ethanol,0,ref_GSE17526_Log
test_GSE8540_flhDC_GSNO500_5min_1,GSE8540_flhDC_GSNO500_5min,1,ref_GSE8540_flhDC
test_GSE6712_benzalkonium_chloride_7,GSE6712_benzalkonium_chloride,7,ref_GSE6712_control
test_GSE3665_mut3_20g/l_etOH_1,GSE3665_mut3_20g/l_etOH,1,ref_GSE3665_wt
test_GSE13444_Ihfa_Isobutanol_10min_0,GSE13444_Ihfa_Isobutanol_10min,0,ref_GSE13444_Ihfa_Isobutanol_0%
test_GSE5239_BL21pOri1_mu0.39_1,GSE5239_BL21pOri1_mu0.39,1,ref_GSE5239_BL21_mu0.46
test_GSE10159_treated_mecillinam0.3_60min_2,GSE10159_treated_mecillinam0.3_60min,2,ref_GSE10159_untreated_5min
test_GSE35371_tr_pwl_int_8min_2,GSE35371_tr_pwl_int_8min,2,ref_GSE35371_sham_8min
test_GSE17526_Log_Ethanol_2,GSE17526_Log_Ethanol,2,ref_GSE17526_Log
test_GSE4394_pnp_rif_6min_0,GSE4394_pnp_rif_6min,0,ref_GSE4394_pnp
test_GSE15533_TW_H2O2_0,GSE15533_TW_H2O2,0,ref_GSE15533_O157:H7
test_GSE5098_anaeroob_NOC5/7_3,GSE5098_anaeroob_NOC5/7,3,ref_GSE5098_anaeroob
test_GSE6836_yebF_0.075_2,GSE6836_yebF_0.075,2,ref_GSE6836_luc_0.075
test_GSE4556_ph5.7_2,GSE4556_ph5.7,2,ref_GSE4556_ph7.0
test_GSE3105_wt2_arabinose_FeSO4_1,GSE3105_wt2_arabinose_FeSO4,1,ref_GSE3105_wt1_arabinose
test_GSE12554_Generation 50_10% Cranberry_2,GSE12554_Generation 50_10% Cranberry,2,ref_GSE12554_control
test_GSE3437_rpoE_5min_0,GSE3437_rpoE_5min,0,ref_GSE3437_wt_5min
test_GSE42205_control_t3_2,GSE42205_control_t3,2,ref_GSE42205_control_t1
test_GSE55972_control_5h_1,GSE55972_control_5h,1,ref_GSE55972_control_5h
test_GSE17276_consortium_5,GSE17276_consortium,5,ref_GSE17276_ancestor_JA122
test_GSE40648_microgravity_0,GSE40648_microgravity,0,ref_GSE40648_ctrl
test_GSE10159_untreated_60min_1,GSE10159_untreated_60min,1,ref_GSE10159_untreated_5min
test_GSE17991_E.coli_DST160_succinate_resistant_0,GSE17991_E.coli_DST160_succinate_resistant,0,ref_GSE17991_E.coli_W3110
test_GSE3250_ppsA_acetateShift_15min_1,GSE3250_ppsA_acetateShift_15min,1,ref_GSE3250_ppsA
test_GSE40304_SHX_0,GSE40304_SHX,0,ref_GSE40304_ctrl
test_GSE44211_pgrp_0,GSE44211_pgrp,0,ref_GSE44211_ctrl
test_GSE7265_RpoS_tp12_0,GSE7265_RpoS_tp12,0,ref_GSE7265_wt_tp1
test_GSE6836_ldrA_0.075_1,GSE6836_ldrA_0.075,1,ref_GSE6836_luc_0.075
test_GSE26187_Zn_30min_0,GSE26187_Zn_30min,0,ref_GSE26187_ctrl
test_GSE7885_WT_stat_0,GSE7885_WT_stat,0,ref_GSE7885_WT_biofilm
test_GSE7656_43°C_2,GSE7656_43°C,2,ref_GSE7656_30°C
test_GSE13589_biofilm_outside_0,GSE13589_biofilm_outside,0,ref_GSE13589_biofilm_outside
test_GSE55972_control_5h_0,GSE55972_control_5h,0,ref_GSE55972_control_5h
test_GSE33_W3100_25min_growth_in_presence_of_0.3µg/ml_MMC_0,GSE33_W3100_25min_growth_in_presence_of_0.3µg/ml_MMC,0,ref_GSE33_W3100_0min_normal_growth
test_GSE58976_exp_synh_wo_t6_0,GSE58976_exp_synh_wo_t6,0,ref_GSE58976_exp_synh_wo_t3
test_GSE23526_G3.2_isobutanol_2,GSE23526_G3.2_isobutanol,2,ref_GSE23526_wt
test_GSE6836_recA_del_1.00_0,GSE6836_recA_del_1.00,0,ref_GSE6836_wt_1.00
test_GSE12797_Statio WT_2,GSE12797_Statio WT,2,ref_GSE12797_Expon WT
test_GSE29266_wt_1,GSE29266_wt,1,ref_GSE29266_wt
