Feature.ID,width,start,end
b2988,1859,3136664,3138522
b2989,866,3138728,3139593
b2990,248,3139717,3139964
b2991,341,3139978,3140318
b2992,488,3140312,3140799
b2993,494,3140793,3141286
b2994,1703,3141287,3142989
b2995,1178,3142987,3144164
b2996,986,3144155,3145140
b2997,1118,3145144,3146261
b2998,287,3146451,3146737
b4658,835,3146857,3147691
b3001,1040,3147898,3148937
b3002,494,3148978,3149471
b3003,884,3149663,3150546
b3005,425,3150819,3151243
b3006,734,3151251,3151984
b3008,1187,3152237,3153423
b3009,659,3153564,3154222
b3010,956,3154263,3155218
b3011,1163,3155356,3156518
b3012,827,3156624,3157450
b3013,926,3157651,3158576
b3014,257,3158628,3158884
b4469,2219,3158928,3161146
b3017,1412,3161258,3162669
b3018,737,3162745,3163481
b3019,2258,3163716,3165973
b3020,1607,3166112,3167718
b3021,395,3167852,3168246
b3022,296,3168249,3168544
b3023,482,3168750,3169231
b3024,392,3169285,3169676
b3025,659,3169829,3170487
b3026,1349,3170485,3171833
b3027,332,3171880,3172211
b3028,581,3172531,3173111
b3029,314,3173143,3173456
b3030,1892,3173505,3175396
b3031,581,3175426,3176006
b3032,827,3176007,3176833
b3033,422,3176859,3177280
b3034,629,3177282,3177910
b3035,1481,3178116,3179596
b3037,671,3179745,3180415
b3038,1160,3180422,3181581
b3039,788,3181620,3182407
b3040,773,3182551,3183323
b3041,653,3183814,3184466
b3042,290,3184841,3185130
b3043,551,3185415,3185965
b3046,3804,3186062,3189865
b3044,365,3186188,3186552
b3045,905,3186511,3187415
b3047,749,3189882,3190630
b3048,1064,3190633,3191696
b3049,200,3191740,3191939
b3050,629,3192209,3192837
b3051,1661,3192865,3194525
b4447,142,3194724,3194865
b4664,59,3194767,3194825
b4611,141,3195100,3195240
b4666,59,3195142,3195200
b3052,1433,3195321,3196753
b3053,2840,3196802,3199641
b3054,1301,3199665,3200965
b3055,620,3201208,3201827
b3056,1238,3201892,3203129
b3057,821,3203311,3204131
b3058,368,3204222,3204589
b3059,617,3204695,3205311
b3060,932,3205325,3206256
b3061,911,3206464,3207374
b3062,605,3207372,3207976
b3063,1463,3208025,3209487
b3064,1013,3209531,3210543
b3065,215,3210782,3210996
b3066,1745,3211108,3212852
b3067,1841,3213048,3214888
b3068,506,3214968,3215473
b3069,75,3215599,3215673
b3070,764,3215728,3216491
b3071,623,3216780,3217402
b3072,1520,3217557,3219076
b3073,1379,3219495,3220873
b3074,332,3220916,3221247
b3075,983,3221467,3222449
b3076,3092,3222634,3225725
b3077,449,3225723,3226171
b3078,1433,3226235,3227667
b3079,1070,3227802,3228871
b3080,2351,3228889,3231239
b3081,2018,3231666,3233683
b3082,416,3233729,3234144
b3083,314,3234142,3234455
b3084,1136,3234740,3235875
b3085,503,3235961,3236463
b3086,692,3236541,3237232
b3087,986,3237312,3238297
b3088,965,3238581,3239545
b3089,1244,3239945,3241188
b3090,551,3241194,3241744
b3091,1487,3241828,3243314
b3092,1412,3243330,3244741
b3093,1418,3245105,3246522
b3094,776,3246653,3247428
b3095,662,3247774,3248435
b3096,383,3248440,3248822
b3097,368,3248970,3249337
b3098,305,3249376,3249680
b3099,404,3249684,3250087
b3100,299,3250078,3250376
b3101,392,3250563,3250954
b3102,986,3251025,3252010
b3103,365,3252305,3252669
b3104,356,3252912,3253267
b3105,896,3253319,3254214
b3106,701,3254320,3255020
b3107,164,3255044,3255207
b4470,1310,3255342,3256651
b3110,1331,3256680,3258010
b4471,1364,3258286,3259649
b3113,389,3259722,3260110
b3114,2294,3260125,3262418
b3115,1208,3262453,3263660
b3116,1331,3263687,3265017
b3117,989,3265040,3266028
b3118,938,3266128,3267065
b3119,218,3267381,3267598
b3120,539,3267855,3268393
b3121,1187,3268416,3269602
b3123,376,3270217,3270592
b3124,1145,3270626,3271770
b3125,884,3271868,3272751
b3126,770,3272788,3273557
b3127,1334,3273574,3274907
b3128,1571,3275283,3276853
b3129,335,3277003,3277337
b3130,464,3277338,3277801
b3131,809,3277857,3278665
b3132,1280,3278915,3280194
b3133,473,3280218,3280690
b3134,374,3280702,3281075
b3135,554,3281072,3281625
b3136,1154,3281977,3283130
b3137,860,3283144,3284003
b3138,476,3284171,3284646
b3139,803,3284686,3285488
b3140,791,3285479,3286269
b3141,755,3286271,3287025
b3142,584,3287427,3288010
b3143,695,3288091,3288785
b3144,2516,3288815,3291330
b3145,1091,3291342,3292432
b3146,860,3292476,3293335
b3147,2036,3293401,3295436
b3148,395,3295395,3295789
b3149,590,3295810,3296399
b3150,575,3296410,3296984
b3151,1040,3297099,3298138
b3152,635,3298212,3298846
b3153,518,3298975,3299492
b3154,443,3299473,3299915
b3155,302,3299967,3300268
b3156,503,3300256,3300758
b3157,524,3300753,3301276
b3158,995,3301486,3302480
b3159,878,3302490,3303367
b3160,1007,3303449,3304455
b3161,1244,3304574,3305817
b3162,1889,3305972,3307860
b4685,80,3307854,3307933
b3163,884,3308041,3308924
b3164,2135,3309034,3311168
b4449,173,3311226,3311398
b3165,269,3311416,3311684
b3166,944,3311834,3312777
b3167,401,3312778,3313178
b3168,2672,3313343,3316014
b3169,1487,3316040,3317526
b3170,452,3317555,3318006
b3171,76,3318214,3318289
b3172,1343,3318638,3319980
b3173,1625,3319989,3321613
b3174,86,3322073,3322158
b3175,332,3322174,3322505
b3176,1337,3322734,3324070
b3177,848,3324064,3324911
b3178,1934,3325002,3326935
b3179,629,3327036,3327664
b3180,293,3327791,3328083
b3181,476,3328240,3328715
b3182,1433,3328964,3330396
b3183,1172,3330583,3331754
b3184,965,3331771,3332735
b3185,257,3332863,3333119
b3186,311,3333141,3333451
b3187,971,3333711,3334681
b3188,278,3334910,3335187
b3189,1259,3335236,3336494
b3190,254,3336550,3336803
b3191,293,3336964,3337256
b3192,635,3337257,3337891
b3193,551,3337911,3338461
b3194,782,3338467,3339248
b3195,809,3339257,3340065
b3196,977,3340276,3341252
b3197,986,3341267,3342252
b3198,566,3342274,3342839
b3199,575,3342837,3343411
b3200,557,3343381,3343937
b3201,725,3343945,3344669
b3202,1433,3344718,3346150
b3203,287,3346174,3346460
b3204,491,3346579,3347069
b3205,854,3347116,3347969
b3206,272,3347967,3348238
b3207,632,3348453,3349084
b3208,728,3349082,3349809
b3209,653,3349807,3350459
b4450,120,3350578,3350697
b3210,2336,3350690,3353025
b3211,929,3353122,3354050
b3212,4460,3354726,3359185
b3213,1418,3359199,3360616
b3214,764,3361177,3361940
b3215,674,3362113,3362786
b3216,2381,3362808,3365188
b4569,1744,3365186,3366929
b3218,980,3365703,3366682
b3219,716,3366927,3367642
b3220,1127,3367828,3368954
b3221,464,3369015,3369478
b3222,875,3369476,3370350
b3223,689,3370348,3371036
b3224,1490,3371085,3372574
b3225,893,3372684,3373576
b3226,791,3373699,3374489
b3227,1367,3374870,3376236
b3228,497,3376280,3376776
b3229,638,3376783,3377420
b3230,392,3377816,3378207
b3231,428,3378224,3378651
b3232,1127,3378871,3379997
b3233,398,3380192,3380589
b3234,1367,3380744,3382110
b3235,1067,3382201,3383267
b3236,938,3383331,3384268
b3237,470,3384704,3385173
b3238,263,3385539,3385801
b3239,272,3385858,3386129
b3240,1967,3386222,3388188
b3241,932,3388195,3389126
b3242,203,3389135,3389337
b3243,929,3389521,3390449
b3244,1445,3390584,3392028
b4472,3800,3392459,3396258
b3247,1469,3396327,3397795
b3248,593,3397786,3398378
b3249,488,3398388,3398875
b3250,1103,3398876,3399978
b3251,1043,3400045,3401087
b3252,1940,3401393,3403332
b3253,974,3403485,3404458
b4697,142,3404496,3404637
b4646,393,3404639,3405031
b3255,470,3405437,3405906
b3256,1349,3405918,3407266
b3257,242,3407376,3407617
b3258,1451,3407608,3409058
b3259,881,3409071,3409951
b3260,965,3410281,3411245
b3261,296,3411272,3411567
b3262,884,3411654,3412537
b3263,179,3412622,3412800
b3264,662,3412804,3413465
b3265,1157,3413865,3415021
b3266,3104,3415034,3418137
b3267,221,3418391,3418611
b3268,1024,3419043,3420066
b3269,1181,3420135,3421315
b3270,1103,3421326,3422428
b3271,758,3422437,3423194
b3272,119,3423424,3423542
b3273,75,3423581,3423655
b3274,119,3423669,3423787
b3275,2903,3423881,3426783
b3276,75,3426959,3427033
b3277,76,3427077,3427152
b3278,1541,3427222,3428762
b3279,554,3429237,3429790
b3280,257,3429767,3430023
b3281,818,3430021,3430838
b3282,572,3430844,3431415
b3283,542,3431421,3431962
b3284,473,3431992,3432464
b4473,1124,3432437,3433560
b3287,509,3433691,3434199
b3288,947,3434215,3435161
b3289,1289,3435208,3436496
b3290,1376,3436519,3437894
b3291,410,3438025,3438434
b4550,218,3438432,3438649
b3292,425,3438706,3439130
b3293,368,3439142,3439509
b3294,383,3439617,3439999
b3295,989,3440041,3441029
b3296,620,3441056,3441675
b3297,389,3441710,3442098
b3298,356,3442116,3442471
b3299,116,3442619,3442734
b3300,1331,3442767,3444097
b3301,434,3444106,3444539
b3302,179,3444544,3444722
b3303,503,3444727,3445229
b3304,353,3445245,3445597
b3305,533,3445608,3446140
b3306,392,3446154,3446545
b3307,305,3446580,3446884
b3308,539,3446900,3447438
b3309,314,3447454,3447767
b3310,371,3447779,3448149
b3311,254,3448315,3448568
b3312,191,3448569,3448759
b3313,410,3448760,3449169
b3314,701,3449183,3449883
b3315,332,3449902,3450233
b3316,278,3450249,3450526
b3317,821,3450544,3451364
b3318,302,3451383,3451684
b3319,605,3451682,3452286
b3320,629,3452298,3452926
b3321,311,3452960,3453270
b3322,419,3453509,3453927
b3323,1469,3453930,3455398
b3324,815,3455579,3456393
b3325,1952,3456378,3458329
b3326,1481,3458340,3459820
b3327,1196,3459818,3461013
b3328,437,3461024,3461460
b3329,509,3461469,3461977
b3330,377,3461975,3462351
b3331,587,3462345,3462931
b3332,983,3462925,3463907
b3333,1163,3463923,3465085
b3334,461,3465083,3465543
b3335,677,3465544,3466220
b3336,476,3466250,3466725
b3337,194,3466798,3466991
b3338,2693,3467161,3469853
b3339,1184,3470146,3471329
b3340,2114,3471401,3473514
b3341,539,3473543,3474081
b3342,374,3474179,3474552
b3343,287,3474679,3474965
b3344,359,3474974,3475332
b3345,386,3475333,3475718
b3346,722,3475719,3476440
b3347,812,3476608,3477419
b3348,218,3477641,3477858
b3349,590,3477908,3478497
b4551,200,3478593,3478792
b3350,1805,3478803,3480607
b3351,554,3480608,3481161
b3873,980,4061166,4062145
b3352,1913,3481290,3483202
b3353,1022,3483203,3484224
b3354,218,3484219,3484436
b3355,869,3484491,3485359
b3356,404,3485415,3485818
b3357,632,3486121,3486752
b3358,2102,3486792,3488893
b3359,1220,3488961,3490180
b3360,563,3490267,3490829
b3361,602,3490862,3491463
b3362,167,3491454,3491620
b3363,572,3491726,3492297
b3364,1181,3492569,3493749
b3365,2543,3494012,3496554
b3366,326,3496552,3496877
b3367,806,3497004,3497809
b3368,1373,3497829,3499201
b3369,167,3499449,3499615
b3370,1337,3499911,3501247
b3371,1022,3501269,3502290
b4474,830,3502341,3503170
b3374,785,3503168,3503952
b3375,731,3504053,3504783
b3376,1085,3504936,3506020
b3377,1304,3506033,3507336
b3378,353,3507349,3507701
b3379,878,3507713,3508590
b3380,1226,3508588,3509813
b3381,1163,3509814,3510976
b3382,362,3511061,3511422
b3383,905,3511440,3512344
b3384,1004,3512635,3513638
b3385,758,3513632,3514389
b3386,677,3514383,3515059
b3387,836,3515078,3515913
b3388,1286,3516021,3517306
b3389,1088,3517399,3518486
b3390,521,3518544,3519064
b3391,1238,3519466,3520703
b3392,404,3520616,3521019
b3393,440,3521010,3521449
b3394,539,3521434,3521972
b3395,779,3521973,3522751
b3396,2552,3522872,3525423
b3397,560,3525590,3526149
b3398,2135,3526470,3528604
b3399,668,3528670,3529337
b3400,401,3529349,3529749
b3401,878,3529775,3530652
b3402,1724,3530716,3532439
b3403,1622,3532819,3534440
b3404,1352,3534517,3535868
b3405,719,3535866,3536584
b3406,476,3536813,3537288
b3407,2321,3537386,3539706
b3408,227,3540164,3540390
b3409,2321,3540408,3542728
b3410,236,3542729,3542964
b3411,878,3543168,3544045
b3412,770,3544075,3544844
b3413,683,3544883,3545565
b3414,575,3545625,3546199
b3415,1316,3546560,3547875
b3416,2084,3547987,3550070
b3417,2393,3550081,3552473
b3418,2705,3553086,3555790
b4475,1016,3555834,3556849
b3421,1226,3556854,3558079
b3422,1598,3558269,3559866
b3423,757,3559849,3560605
b3424,830,3560623,3561452
b3425,326,3561498,3561823
b3426,1505,3562014,3563518
b3427,218,3563788,3564005
b3428,2447,3564135,3566581
b3429,1433,3566601,3568033
b3430,1295,3568034,3569328
b3431,1973,3569347,3571319
b3432,2186,3571317,3573502
b3433,1103,3573776,3574878
b3434,593,3575072,3575664
b4476,1340,3575722,3577061
b3437,527,3577066,3577592
b3438,995,3577732,3578726
b3439,695,3578951,3579645
b3440,1037,3579769,3580805
b4451,89,3580928,3581016
b3441,488,3581139,3581626
b3442,1178,3581864,3583041
b3443,1271,3583039,3584309
b3444,275,3583484,3583758
b3445,503,3583678,3584180
b3446,284,3584760,3585043
b3447,1742,3585082,3586823
b3448,440,3586944,3587383
b3449,743,3587371,3588113
b3450,1070,3588111,3589180
b3451,845,3589183,3590027
b3452,887,3590025,3590911
b3453,1316,3591010,3592325
b3454,713,3592725,3593437
b3455,767,3593440,3594206
b3456,1277,3594204,3595480
b3457,926,3595478,3596403
b3458,1109,3596452,3597560
b3459,383,3597985,3598367
b3460,1103,3598556,3599658
b3461,854,3599930,3600783
b3462,1058,3601029,3602086
b3463,668,3602080,3602747
b3464,1493,3602751,3604243
b3465,596,3604394,3604989
b3466,269,3604980,3605248
b3467,359,3605252,3605610
b3468,626,3605752,3606377
b3469,2198,3606452,3608649
b3470,245,3608752,3608996
b3471,665,3609218,3609882
b3472,557,3609956,3610512
b3473,1217,3610517,3611733
b3474,1049,3611866,3612914
b3475,587,3612970,3613556
b3476,1574,3613668,3615241
b3477,944,3615242,3616185
b3478,833,3616183,3617015
b3479,764,3617016,3617779
b3480,806,3617777,3618582
b3481,401,3618589,3618989
b3482,4235,3619193,3623427
b3483,383,3623400,3623782
b4552,350,3623888,3624237
b3484,1136,3624379,3625514
b3485,1124,3625680,3626803
b3486,2735,3626804,3629538
b3487,1067,3629536,3630602
b3488,1622,3630969,3632590
b4660,1606,3632853,3634458
b3491,1052,3634842,3635893
b3492,1202,3636209,3637410
b3493,1499,3637643,3639141
b3494,335,3639386,3639720
b3495,434,3640112,3640545
b3496,1469,3640863,3642331
b3497,752,3642381,3643132
b3498,2042,3643141,3645182
b3499,842,3645386,3646227
b3500,1352,3646300,3647651
b4613,83,3647706,3647788
b4712,83,3648064,3648146
b4713,83,3648295,3648377
b3501,353,3648529,3648881
b3502,1289,3648936,3650224
b3503,425,3650238,3650662
b3504,2422,3651292,3653713
b3505,980,3652183,3653162
b3506,566,3653962,3654527
b3507,530,3654684,3655213
b3508,647,3655256,3655902
b3509,326,3655967,3656292
b3510,332,3656409,3656740
b3511,572,3656996,3657567
b4704,68,3657987,3658054
b3512,527,3658367,3658893
b3513,1157,3659233,3660389
b3514,3113,3660415,3663527
b3515,728,3663891,3664618
b4452,104,3664865,3664968
b3516,824,3664987,3665810
b3517,1400,3666181,3667580
b3518,1397,3667792,3669188
b3519,1649,3669593,3671241
b3520,602,3671293,3671894
b3521,899,3672415,3673313
b3522,1013,3673363,3674375
b3523,1322,3674787,3676108
b3524,2060,3676291,3678350
b3525,767,3678421,3679187
b3526,929,3679420,3680348
b3527,1496,3680445,3681940
b3528,1286,3682162,3683447
b3529,1988,3683631,3685618
b3530,3473,3685701,3689173
b3531,1106,3689156,3690261
b3532,2339,3690269,3692607
b3533,2618,3692619,3695236
b3534,752,3695234,3695985
b3535,188,3695998,3696185
b3536,1571,3696459,3698029
b3537,191,3698027,3698217
b3538,1679,3698215,3699893
b4453,107,3699981,3700087
b4454,65,3700137,3700201
b3539,1271,3700564,3701834
b3540,1004,3701865,3702868
b3541,983,3702866,3703848
b3542,902,3703860,3704761
b3543,1019,3704772,3705790
b3544,1607,3706099,3707705
b3545,76,3708617,3708692
b3546,1691,3708785,3710475
b3547,1208,3710800,3712007
b3548,698,3712237,3712934
b3549,563,3713093,3713655
b3550,440,3713653,3714092
b3551,2333,3714062,3716394
b3552,659,3716548,3717206
b3553,974,3717311,3718284
b3554,710,3718335,3719044
b3555,290,3719479,3719768
b3556,212,3720050,3720261
b4455,152,3720449,3720600
b4647,184,3720449,3720632
b3557,521,3720681,3721201
b3558,851,3721199,3722049
b4614,29,3722077,3722105
b3559,2069,3722329,3724397
b3560,911,3724408,3725318
b4553,299,3725414,3725712
b3561,995,3725888,3726882
b3562,437,3726925,3727361
b3563,341,3727408,3727748
b3564,1454,3727918,3729371
b3565,1322,3729444,3730765
b3566,992,3731132,3732123
b3567,1541,3732202,3733742
b3568,1181,3733721,3734901
b3569,1178,3734980,3736157
b3570,824,3736354,3737177
b3571,2030,3737498,3739527
b3572,1253,3739706,3740958
b3573,473,3741110,3741582
b3574,848,3741685,3742532
b3575,998,3742734,3743731
b3576,467,3743744,3744210
b3577,473,3744329,3744801
b3578,1277,3744805,3746081
b3579,986,3746095,3747080
b3580,1496,3747085,3748580
b3581,662,3748578,3749239
b3582,860,3749233,3750092
b3583,695,3750087,3750781
b4648,101,3750814,3750914
b4649,191,3750919,3751109
b3584,740,3751129,3751868
b3585,974,3751993,3752966
b3586,1136,3752964,3754099
b3587,323,3754106,3754428
b3588,1538,3754974,3756511
b3589,1151,3756677,3757827
b3590,1844,3758018,3759861
b3591,1391,3759859,3761249
b3592,608,3761348,3761955
b3593,4133,3762184,3766316
b3594,842,3766338,3767179
b3595,944,3767222,3768165
b3596,461,3768178,3768638
b4650,251,3768640,3768890
b4651,364,3768893,3769256
b4615,438,3769346,3769783
b4652,198,3769949,3770146
b3597,1136,3770244,3771379
b3598,362,3771383,3771744
b3599,1913,3772282,3774194
b3600,1148,3774425,3775572
b3601,587,3775573,3776159
b4554,209,3776172,3776380
b3602,362,3776666,3777027
b3603,1655,3777400,3779054
b3604,776,3779055,3779830
b3605,1190,3779828,3781017
b3606,473,3781216,3781688
b3607,821,3781742,3782562
b3608,1019,3782643,3783661
b3609,467,3783662,3784128
b3610,251,3784192,3784442
b3611,431,3784585,3785015
b3612,1544,3785261,3786804
b3613,1259,3786839,3788097
b3614,959,3788102,3789060
b3615,1034,3789048,3790081
b3616,1025,3790321,3791345
b3617,1196,3791356,3792551
b3618,857,3792827,3793683
b3619,932,3793988,3794919
b3620,1046,3794930,3795975
b3621,959,3795980,3796938
b3622,1259,3796949,3798207
b3623,1073,3798240,3799312
b3624,851,3799346,3800196
b3625,698,3800268,3800965
b3626,1016,3800984,3801999
b3627,1019,3802040,3803058
b3628,1079,3803059,3804137
b3629,935,3804182,3805116
b3630,797,3805154,3805950
b3631,1124,3805944,3807067
b3632,1034,3807065,3808098
b3633,1277,3808541,3809817
b3634,479,3809826,3810304
b3635,809,3810344,3811152
b3636,167,3811251,3811417
b3637,236,3811439,3811674
b3638,668,3811892,3812559
b3639,1220,3812732,3813951
b3640,455,3813933,3814387
b3641,596,3814495,3815090
b3642,641,3815128,3815768
b3643,715,3815835,3816549
b3644,863,3816677,3817539
b3645,824,3817761,3818584
b3646,617,3818875,3819491
b3647,1682,3819489,3821170
b3648,623,3821429,3822051
b3649,275,3822107,3822381
b3650,2108,3822401,3824508
b3651,689,3824516,3825204
b3652,2081,3825211,3827291
b3653,1205,3827461,3828665
b3654,1391,3828946,3830336
b3655,1709,3830458,3832166
b3656,2318,3832220,3834537
b3657,1382,3834548,3835929
b3658,94,3836223,3836316
b4653,131,3836426,3836556
b3659,1184,3836954,3838137
b3660,923,3838249,3839171
b3661,818,3839176,3839993
b4555,293,3840216,3840508
b3662,1190,3840550,3841739
b3663,452,3841951,3842402
b3664,1334,3842456,3843789
b3665,1766,3843965,3845730
b3666,1391,3845777,3847167
b3667,1319,3847306,3848624
b3668,1502,3848635,3850136
b3669,590,3850137,3850726
b3670,290,3850803,3851092
b3671,1688,3851097,3852784
b3672,98,3852891,3852988
b4616,139,3853119,3853257
b4618,89,3853554,3853642
b3673,1184,3853923,3855106
b3674,497,3855115,3855611
b3675,362,3855609,3855970
b3676,347,3855961,3856307
b3677,449,3856416,3856864
b3678,1493,3856912,3858404
b3679,1715,3858402,3860116
b3680,893,3860284,3861176
b4556,814,3861174,3861987
b3683,1616,3861988,3863603
b3684,716,3863900,3864615
b3685,1661,3864613,3866273
b3686,428,3866470,3866897
b3687,413,3867010,3867422
b3688,332,3867729,3868060
b3689,1247,3868063,3869309
b3690,1064,3869378,3870441
b3691,1292,3870439,3871730
b4478,1148,3871851,3872998
b4477,617,3872996,3873612
b3693,878,3873597,3874474
b4479,689,3874472,3875160
b3696,656,3875439,3876094
b3697,812,3876141,3876952
b3698,398,3877068,3877465
b3699,2414,3877706,3880119
b3700,1073,3880149,3881221
b3701,1100,3881222,3882321
b3702,1403,3882327,3883729
b3703,140,3884337,3884476
b3704,359,3884494,3884852
b4557,257,3884817,3885073
b3705,1646,3885077,3886722
b3706,1364,3886829,3888192
b3707,74,3888436,3888509
b3708,1415,3888731,3890145
b3709,1247,3890237,3891483
b3710,1175,3891616,3892790
b3711,959,3892766,3893724
b3712,749,3893882,3894630
b3713,566,3894653,3895218
b3714,1337,3895273,3896609
b3715,665,3896775,3897439
b3716,467,3897507,3897973
b3717,587,3898023,3898609
b3718,722,3898672,3899393
b3719,1169,3899409,3900577
b3720,1616,3900605,3902220
b3721,1412,3902290,3903701
b3722,1877,3903721,3905597
b3723,836,3905732,3906567
b3724,725,3906854,3907578
b3725,773,3907594,3908366
b3726,890,3908550,3909439
b3727,959,3909440,3910398
b3728,1040,3910486,3911525
b3729,1829,3911840,3913668
b3730,1370,3913831,3915200
b3731,419,3915554,3915972
b3732,1382,3915994,3917375
b3733,863,3917403,3918265
b3734,1541,3918317,3919857
b3735,533,3919871,3920403
b3736,470,3920419,3920888
b3737,239,3920951,3921189
b3738,815,3921237,3922051
b3739,380,3922061,3922440
b3740,623,3923058,3923680
b3741,1889,3923745,3925633
b4489,231,3925745,3925975
b3742,443,3926013,3926455
b3743,458,3926546,3927003
b3744,992,3927156,3928147
b3745,1451,3928153,3929603
b3746,1496,3929598,3931093
b3747,1868,3931317,3933184
b3748,419,3933352,3933770
b3749,1505,3933779,3935283
b3750,965,3935289,3936253
b3751,890,3936279,3937168
b3752,929,3937295,3938223
b3753,992,3938228,3939219
b3754,1427,3939186,3940612
b3755,692,3940636,3941327
b3756,1541,3941809,3943349
b3757,75,3943436,3943510
b3758,2903,3943705,3946607
b3759,119,3946701,3946819
b3760,76,3946873,3946948
b3761,75,3946958,3947032
b4480,839,3947129,3947967
b3764,338,3948087,3948424
b3765,1520,3948450,3949969
b3766,98,3950323,3950420
b4669,50,3950508,3950557
b4488,1644,3950561,3952204
b3769,263,3952202,3952464
b3770,929,3952485,3953413
b3771,1850,3953479,3955328
b3772,1544,3955332,3956875
b3773,893,3956928,3957820
b3774,1475,3957971,3959445
b3775,281,3959533,3959813
b3777,448,3960013,3960460
b3778,2021,3960678,3962698
b3779,1484,3962746,3964229
b3780,1265,3964366,3965630
b3781,329,3965762,3966090
b3783,1259,3966418,3967676
b3784,1103,3967917,3969019
b3785,1046,3969032,3970077
b3786,1130,3970134,3971263
b3787,1262,3971261,3972522
b3788,1067,3972523,3973589
b3789,881,3973609,3974489
b3790,674,3974468,3975141
b3791,1130,3975147,3976276
b3792,1250,3976279,3977528
b4481,1079,3977526,3978604
b3793,1352,3978602,3979953
b3794,740,3979957,3980696
b3795,1385,3980888,3982272
b3796,76,3982376,3982451
b3797,76,3982510,3982585
b3798,86,3982607,3982692
b3799,76,3982736,3982811
b3800,1235,3982959,3984193
b3801,1655,3984353,3986007
b4456,206,3986433,3986638
b3802,1196,3986687,3987882
b3803,1181,3987886,3989066
b3804,740,3989089,3989828
b3805,941,3989826,3990766
b3806,2546,3991154,3993699
b3807,320,3993740,3994059
b4558,203,3994523,3994725
b3809,824,3994763,3995586
b3810,707,3995584,3996290
b3811,896,3996288,3997183
b3812,716,3997184,3997899
b3813,2162,3997984,4000145
b4482,764,4000293,4001056
b3816,950,4001427,4002376
b3817,380,4002420,4002799
b3818,380,4002814,4003193
b3819,890,4003289,4004178
b3820,467,4004231,4004697
b3821,869,4004863,4005731
b3822,1829,4005865,4007693
b3823,620,4007758,4008377
b3824,620,4008440,4009059
b3825,1022,4009171,4010192
b3826,800,4010201,4011000
b3827,899,4011077,4011975
b3828,953,4011864,4012816
b3829,2261,4013054,4015314
b3830,815,4015355,4016169
b3831,761,4016432,4017192
b3832,1427,4017334,4018760
b3833,755,4018856,4019610
b3834,605,4019625,4020229
b4707,251,4019979,4020229
b3835,1640,4020227,4021866
b3836,269,4021946,4022214
b3838,515,4022219,4022733
b3839,776,4022737,4023512
b4483,782,4023555,4024336
b3842,488,4024334,4024821
b3843,1493,4024989,4026481
b3844,701,4026528,4027228
b3845,1163,4027610,4028772
b3846,2189,4028783,4030971
b3847,1331,4031162,4032492
b3848,614,4032493,4033106
b3849,1451,4033146,4034596
b3850,545,4034609,4035153
b3851,1541,4035532,4037072
b3852,76,4037142,4037217
b3853,75,4037261,4037335
b3854,2904,4037520,4040423
b3855,119,4040518,4040636
b3856,527,4040907,4041433
b3857,584,4041416,4041999
b3858,269,4042070,4042338
b3859,986,4042416,4043401
b3860,626,4043419,4044044
b3861,1430,4044200,4045629
b3862,932,4045671,4046602
b3863,2786,4046967,4049752
b3864,108,4049900,4050007
b3865,632,4050134,4050765
b4457,244,4051037,4051280
b3866,509,4051348,4051856
b3867,1373,4052046,4053418
b4686,110,4053648,4053757
b3868,1409,4053870,4055278
b3869,1049,4055291,4056339
b3870,1409,4056626,4058034
b3871,1823,4058408,4060230
b3872,710,4060448,4061157
b3874,1265,4062248,4063512
b3875,692,4063604,4064295
b3876,1403,4064364,4065766
b3877,1385,4065810,4067194
b3878,2036,4067241,4069276
b3879,926,4069476,4070401
b3880,1241,4070516,4071756
b3881,878,4071774,4072651
b3882,896,4072676,4073571
b3883,896,4073740,4074635
b3884,785,4074670,4075454
b3885,599,4075554,4076152
b3886,872,4076147,4077018
b3887,437,4077016,4077452
b3888,989,4077450,4078438
b3889,212,4079298,4079509
b3890,218,4079752,4079969
b3891,929,4080300,4081228
b3892,635,4081226,4081860
b3893,902,4081858,4082759
b3894,3050,4082773,4085822
b3895,833,4086017,4086849
b3896,1055,4087003,4088057
b3897,1748,4088108,4089855
b3898,1070,4089856,4090925
b3899,1451,4090916,4092366
b3900,446,4092378,4092823
b3901,314,4093125,4093438
b3902,824,4093449,4094272
b3903,1259,4094724,4095982
b3904,1469,4095980,4097448
b3905,836,4097737,4098572
b3906,848,4098647,4099494
b3907,1034,4099492,4100525
b3908,620,4100811,4101430
b3909,983,4101691,4102673
b3910,674,4102823,4103496
b3911,1373,4103603,4104975
b3912,698,4104973,4105670
b4484,500,4105821,4106320
b3915,902,4106470,4107371
b3916,962,4107553,4108514
b3917,989,4108835,4109823
b3918,755,4109931,4110685
b3919,767,4110741,4111507
b3920,599,4111616,4112214
b3921,440,4112316,4112755
b3922,299,4112968,4113266
b3923,428,4113294,4113721
b3924,746,4113727,4114472
b3925,1010,4114570,4115579
b3926,1508,4115715,4117222
b3927,845,4117246,4118090
b3928,245,4118516,4118760
b3929,485,4118846,4119330
b3930,926,4119424,4120349
b3931,1331,4120417,4121747
b3932,530,4121758,4122287
b3933,959,4122381,4123339
b3934,1025,4123432,4124456
b3935,2198,4124613,4126810
b3936,212,4127014,4127225
b3937,608,4127287,4127894
b3938,317,4128079,4128395
b3939,1160,4128673,4129832
b3940,2432,4129836,4132267
b3941,890,4132617,4133506
